"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"232",232,2012,"BH-BUUTSAGAAN","DALTYN NURUU","BH-Buutsagaan / Daltyn nuruu","II","Sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,12,NA,0,0,0,NA,NA,NA,0,0,NA,1,11.75,0,0,0,0,0,17.5,NA,0.25,0,1.75,0,0,NA,NA,NA,40.5,42,14,"Bayanhongor-Buutsagaan",1,751.8175659,"I","1"
"233",233,2012,"BH-BUUTSAGAAN","GURVAN TOLGOI","BH-Buutsagaan / Gurvan tolgoi","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,15.25,NA,0.25,0,0,NA,NA,NA,0,0,NA,5.5,8.5,0,0,7,0,0,31.75,NA,14.75,0,6.75,0,0,NA,NA,NA,71.5,20.5,26,"Bayanhongor-Buutsagaan",1,282.6066284,"I","1"
"234",234,2012,"BH-BUUTSAGAAN","TOLIIN TEEG","BH-Buutsagaan / Toliin teeg","III","Gravelly",7,2,2.2,2,"No","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,4.5,NA,5,0,0,NA,NA,NA,0,0,NA,1.5,13.75,0.25,0,5.75,0,0,33.25,NA,0.25,0,17,0,0,NA,NA,NA,70,27.25,23,"Bayanhongor-Buutsagaan",1,686.4160767,"I","1"
"235",235,2012,"BH-BUUTSAGAAN","ZAMYN HUDAG","BH-Buutsagaan / Zamyn hudag","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,4.25,NA,0.75,0,0,NA,NA,NA,0,0,NA,1.5,4.75,0,0,24.25,0,0,6.25,NA,0.25,0,7,0,0,NA,NA,NA,57,22,18,"Bayanhongor-Buutsagaan",1,326.2076111,"I","1"
"236",236,2012,"BH-ERDENETSOGT","HUJRYN GOLYN AGIT","BH-Erdenetsogt / Hujryn golyn agit","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4.25,0,3.25,0,0,63,0.25,0.25,0,0,0,7.75,15.5,3.25,0,0,0,0,6,NA,7,0,3.25,0,0,0,0,0,82.75,16.75,16,"Bayanhongor-Erdenetsogt",1,342.6080322,"I","1"
"237",237,2012,"BH-ERDENETSOGT","SHAR DUSH TOLGOI","BH-Erdenetsogt / Shar dush tolgoi","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4,0,2.75,0,0,49,35,35,0,0,0,7,12.5,2,0,0,0,0,2.25,NA,1,0,1.25,0,0,0,0,0,93.25,6.75,17,"Bayanhongor-Erdenetsogt",1,362.60849,"III","2"
"238",238,2012,"BH-ERDENETSOGT","TSAGAAN CHULUUT","BH-Erdenetsogt / Tsagaan chuluut","IV","Loamy",2,3,3.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,5.5,0.5,2.75,0.5,0,40.5,4.5,4.5,0,0,0,3.5,7.5,4.5,0,0,0,0,2,2,41.25,0,0.75,0,0,5,0,0,90.25,9.25,21,"Bayanhongor-Erdenetsogt",1,828.6193848,"III","2"
"239",239,2012,"BH-ERDENETSOGT","TSAGAAN DENJ","BH-Erdenetsogt / Tsagaan denj","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4.5,0,9.75,0,0,42.75,8.5,8.5,0,0,0,20.75,15,5,0,0,0,0,29.25,NA,9,0,1,0,0,0,0,4,81,17,19,"Bayanhongor-Erdenetsogt",1,228.8053436,"I","1"
"240",240,2012,"BH-ERDENETSOGT","UHEGIIN AM","BH-Erdenetsogt / Uhegiin am","II","Gravelly",1,2,2.1,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,3.75,0.75,1.5,0.75,0,3.5,0,0,0,0,0,15.5,13,16.25,0,0,0,8.5,0,NA,0.5,0,1,0,0,14.5,0,0,45.25,42.75,24,"Bayanhongor-Erdenetsogt",1,444.010376,"I","1"
"241",241,2012,"BH-GALUUT","AGITYN AM","BH-Galuut / Agityn am","III","Gravelly",7,2,2.2,2,"No","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,7.25,9.5,30,9.5,0,0,0,0,0,0,0,19.25,20.75,0,0,0,0,0,17.5,2,8.75,0,0,0,0,0,0,8.5,76.5,21.5,16,"Bayanhongor-Galuut",1,1843.443237,"IV","3"
"242",242,2012,"BH-GALUUT","BAYANTSAGAAN","BH-Galuut / Bayantsagaan","III","Gravelly",7,2,2.2,2,"No","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,4,25,28.75,25,0,0,0,0,0,0,0,9.75,21,0,0,0,0,0,24.75,2,0,0,0,0,0,0,0,0,62,31,9,"Bayanhongor-Galuut",1,382.80896,"IV","3"
"243",243,2012,"BH-GALUUT","JINST","BH-Galuut / Jinst","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"244",244,2012,"BH-GALUUT","SUMBER","BH-Galuut / Sumber","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"245",245,2012,"BH-GALUUT","TEELIIN RASHAAN","BH-Galuut / Teeliin rashaan","III","Gravelly",7,2,2.2,2,"No","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,15.5,0,41,0,0,0,0,0,0,0,0,32.75,25.5,0,0,0,0,0,17.5,2,0,0,0,0,0,0,0,14.25,79,15.25,10,"Bayanhongor-Galuut",1,364.0085144,"IV","3"
"246",246,2012,"BH-GALUUT","ULAAN TOLGOI","BH-Galuut / Ulaan tolgoi","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,11.5,7.5,45.5,7.5,0,0,0,0,0,0,0,21.5,45.5,8.75,0,0,0,0,35.25,2,0,0,0,0,0,0,0,20,89.5,9,11,"Bayanhongor-Galuut",1,395.0092468,"III","2"
"247",247,2012,"BH-GURVANBULAG","BULAGTYN SHANAA","BH-Gurvanbulag / Bulagtyn shanaa","I","High water table",4,1,1.1,1,"Yes","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,0,0,0,0,0,0,0,0,0,10.25,34,4.25,0,0,0,0,0,1,0,0,0,0,0,0,0,9.25,81,16.5,7,"Bayanhongor-Gurvanbulag",1,726.21698,"II","2"
"248",248,2012,"BH-GURVANBULAG","DUULGANAT","BH-Gurvanbulag / Duulganat","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.25,NA,0,0,0,NA,NA,NA,0,0,NA,42.75,7.5,1.25,0,0,0,0,3,1,16.75,0,0,0,0,NA,NA,NA,71.75,18.5,15,"Bayanhongor-Gurvanbulag",1,1208.228271,"III","2"
"249",249,2012,"BH-GURVANBULAG","GETSIIN UVUR","BH-Gurvanbulag / Getsiin uvur","IV","Loamy",2,3,3.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"250",250,2012,"BH-GURVANBULAG","NARIIN","BH-Gurvanbulag / Nariin","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1.25,0,21,0,0,3.25,0,0,0,0,0,2.5,45.75,1.5,0,0,0,0,0,1,1.25,0,0,0,0,0,0,2,80.25,17,11,"Bayanhongor-Gurvanbulag",1,527.0123291,"I","1"
"251",251,2012,"BH-GURVANBULAG","TSAGAAN HAMAR","BH-Gurvanbulag / Tsagaan hamar","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,0,4.75,0,0,19,0,0,0,0,0,6.75,31.25,1.5,0,0,0,0,0,1,18.25,0,0,0,0,0,0,6.75,80,18.5,10,"Bayanhongor-Gurvanbulag",1,581.0136108,"I","1"
"252",252,2012,"BH-HUREEMARAL","AGIIN HOOLOI","BH-Hureemaral / Agiin hooloi","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"253",253,2012,"BH-HUREEMARAL","DELGERMURUN","BH-Hureemaral / Delgermurun","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,1.5,0,6.5,2.5,0,0,0,0,0,0.25,0,0.25,0,0,0,0,15.75,1,4.5,0,1.75,0,0,13.25,0,0.25,49.25,48.5,13,"Bayanhongor-Hureemaral",1,185.2043457,"I","1"
"254",254,2012,"BH-HUREEMARAL","EHRIIN ZUUN","BH-Hureemaral / Ehriin zuun","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"255",255,2012,"BH-HUREEMARAL","NORVILON","BH-Hureemaral / Norvilon","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"256",256,2012,"BH-HUREEMARAL","SHILUUSTEIN ZUUN","BH-Hureemaral / Shiluustein zuun","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,6.25,0,7.5,0,13,0,8,8,0,0,0,7.75,0,8.75,0,0,0,0,15.75,1,6.25,0,4.5,0,1.25,1.75,0,0,70,28.25,16,"Bayanhongor-Hureemaral",1,373.6087646,"I","1"
"257",257,2012,"BH-JINST","ATS HUREN","BH-Jinst / Ats huren","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,2.5,0,1.5,0.25,6,0,0,0,0,0,0,3.5,0.25,0.5,0,0,0,0,15.5,NA,0.75,0,8.5,0,0,0.25,0,0,42.5,52.75,20,"Bayanhongor-Jinst",1,262.2061462,"I","1"
"258",258,2012,"BH-JINST","CHULUUN OVOO","BH-Jinst / Chuluun ovoo","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0.75,0,0,0,0,0,21.25,NA,0,0,0,0,0,NA,NA,NA,28.5,62.25,4,"Bayanhongor-Jinst",1,198.8046417,"I","1"
"259",259,2012,"BH-JINST","HUH CHULUUN HOVIL","BH-Jinst / Huh chuluun hovil","I","Sandy loam",12,1,1.1,1,"Yes","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,NA,0.25,0,2.5,NA,NA,NA,0,0,NA,0,0.5,0,0,0,0,0,30.75,NA,0,0,1,0.25,0,NA,NA,NA,67,30.5,9,"Bayanhongor-Jinst",1,221.6051788,"I","1"
"260",260,2012,"BH-JINST","HUH TOLGOI","BH-Jinst / Huh tolgoi","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"261",261,2012,"BH-JINST","HUIS","BH-Jinst / Huis","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,1.5,NA,0,0,0,NA,NA,NA,0,0,NA,0,0.5,0,0,7.25,0,0,0,NA,0,0,0,0,0,NA,NA,NA,18.75,67.25,6,"Bayanhongor-Jinst",1,119.6028061,"II","2"
"262",262,2012,"BH-SHINEJINST","SHAR UNDUR","BH-Shinejinst / Shar Undur","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0.25,0,NA,0,0,0,NA,NA,NA,0,0,NA,0.5,0,0,0,16.5,0,0,0,1,0,0,0,0,0,NA,NA,NA,34.5,27.5,6,"Bayanhongor-Shinejinst",1,81.8019104,"I","1"
"263",263,2012,"BH-SHINEJINST","TAMSAGYN TAL","BH-Shinejinst / Tamsagyn tal","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0.5,NA,0,0,0,NA,NA,NA,0,0,NA,1.25,0,0,0,17.5,0,0,0,2,0,0,0,0,0,NA,NA,NA,27.25,20.75,7,"Bayanhongor-Shinejinst",1,83.60195923,"I","1"
"264",264,2012,"BH-SHINEJINST","TSAGAAN DERS","BH-Shinejinst / Tsagaan ders","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,3,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,2,0,0,0.25,0,0,NA,NA,NA,3.75,15.75,6,"Bayanhongor-Shinejinst",1,82.80194092,"II","2"
"265",265,2012,"BH-SHINEJINST","ZARAAGIIN EH","BH-Shinejinst / Zaraagiin eh","I","Sandy",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0.25,NA,NA,NA,0,0,NA,0.25,0,0,0,24.75,0,0,0,2,0,0,0,0,0,NA,NA,NA,31.5,13.25,7,"Bayanhongor-Shinejinst",1,229.2053528,"I","1"
"266",266,2012,"BH-ULZIIT","BAIN BUDUUN","BH-Ulziit / Bain buduun","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",0,0,0,9.5,0,0,6.25,2,2,0,0,0,1.25,36.75,0.5,0,0,0,0,27.25,0,0,0,2.75,0,0,0,0,0,83.25,11,15,"Bayanhongor-Ulziit",1,690.2161865,"I","1"
"267",267,2012,"BH-ULZIIT","DUSHIIN UVUR","BH-Ulziit / Dushiin uvur","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,3.75,0,7.75,10,0,11.25,4.75,4.75,0,0,0,3.75,4.75,0,0,0,0,0,12.25,1,2.5,0,0.25,0,0,0,1,1.5,71.25,14.25,19,"Bayanhongor-Ulziit",1,1614.837891,"IV","4"
"268",268,2012,"BH-ULZIIT","GURVAN OVOO","BH-Ulziit / Gurvan ovoo","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,11.75,0.25,0,8,31.5,31.5,0,0,0,3.75,12.5,0,0,0,0,0,2.5,1,0.25,0,5.25,0,0,0,0,0.25,79,17.5,16,"Bayanhongor-Ulziit",1,1078.225098,"III","3"
"269",269,2012,"BH-ULZIIT","MUST","BH-Ulziit / Must","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,0,0,0,30,0.5,0.5,0,0,0,18,30.5,4.5,0,0,0,0,3,1,0,0,0,0,0,0,0,0.25,75,22,14,"Bayanhongor-Ulziit",1,388.4090881,"III","3"
"270",270,2012,"BH-ULZIIT","SAIN HUDAG","BH-Ulziit / Sain hudag","II","Gravelly",11,2,2.1,2,"No","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,0,10.5,0,0,1,0,0,0,0,0,8,13.5,0,0,0,0,0,27.5,1,0,0,2.5,0,0,0,0,0.25,59.5,40.25,15,"Bayanhongor-Ulziit",1,NA,"I","1"
"271",271,2012,"BH-ZAG","BOGINY AM","BH-Zag / Boginy am","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"272",272,2012,"BH-ZAG","GANTS UUDET","BH-Zag / Gants uudet","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"273",273,2012,"BH-ZAG","SENJIT","BH-Zag / Senjit","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",3.5,1,18.75,20,18.75,4.25,0,4.75,4.75,0,0,0,9.5,20,15.5,0,0,0,0,20,1,6,0,1.75,0,0,0,0,0,77.75,21.25,21,"Bayanhongor-Zag",1,2669.662598,"III","2"
"274",274,2012,"BH-ZAG","ZALAA-OVOO","BH-Zag / Zalaa-ovoo","I","Gravelly",7,1,1.1,1,"Yes","STKR-grass-forbs rangeland in Gravelly hills ESG, Steppe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"275",275,2012,"BU-BAYAN-AGT","BRIGADIIN TUV3","BU-Bayan-Agt / Brigadiin tuv3","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,8.25,0,22.25,0,0,63,0.5,0.5,0,9,0,39.5,6.5,17.5,9,0,0,0,0,0,0,0,0,0,0,0,15,0,99.5,0.5,16,"Bulgan-Bayn-Agt",1,781.6183472,"III","2"
"276",276,2012,"BU-BAYAN-AGT","BUGIIN CHULUU6","BU-Bayan-Agt / Bugiin chuluu6","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,10.5,0,10.5,0,73.75,7.5,7.5,0,0,0,9.75,17,26.5,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,98.5,1.5,8,"Bulgan-Bayn-Agt",1,811.8190308,"III","2"
"277",277,2012,"BU-BAYAN-AGT","DASHDENDEV2","BU-Bayan-Agt / Dashdendev2","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,13.5,14.25,29.75,14.25,0,27,0,0,0,0,0,17.5,0,26.5,25.5,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,9,"Bulgan-Bayn-Agt",1,1369.63208,"I","1"
"278",278,2012,"BU-BAYAN-AGT","HUNDLUN5","BU-Bayan-Agt / Hundlun5","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,14.25,0,22.5,0,0,66.25,0,0,0,4.25,0,39.75,11.25,0,9.25,0,0,0,0,0,0,0,0,0,0,0,21.5,0,99.25,0.75,14,"Bulgan-Bayn-Agt",1,726.4169922,"III","2"
"279",279,2012,"BU-BAYAN-AGT","MODTOI TOLGOI1","BU-Bayan-Agt / Modtoi tolgoi1","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,5.75,9,19,9,0,60.5,10.25,10.25,1.25,0,0,22.75,12.5,8.75,5.75,0,0,0,0,0,0,0,1,0,0,0,9,0,98.75,1,14,"Bulgan-Bayn-Agt",1,1232.428833,"I","1"
"280",280,2012,"BU-BAYAN-AGT","NOGOO BRIGAD4","BU-Bayan-Agt / Nogoo brigad4","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,10,0,17.5,0,0,54.25,4.5,4.5,0,0,0,49.5,12.25,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,96.5,3.25,9,"Bulgan-Bayn-Agt",1,732.2171631,"III","2"
"281",281,2012,"BU-BAYANNUUR","ANTENII AR1","BU-Bayannuur / Antenii ar1","II","High water table",10,2,2.1,2,"No","ACSP dominated solonchak in HWT ESG, Steppe",0,1.25,0,0,16,0,39.75,14.25,14.25,0,0,0,18,0,0,0,0,0,0,0,1,0,0,4.25,0,0,0,0,7,77.25,22.75,9,"Bulgan-Bayannuur",1,209.0048981,"II","2"
"282",282,2012,"BU-BAYANNUUR","BAISHINGIIN DENJ5","BU-Bayannuur / Baishingiin denj5","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,3.25,0,2.25,33.5,0,27,0,0,0,0,0,3.5,1.75,0,0,0,0,0,25.25,1,0,0,4.75,0,0,0,0,0,77.5,22.5,10,"Bulgan-Bayannuur",1,718.2168579,"I","1"
"283",283,2012,"BU-BAYANNUUR","DALIN GOL2","BU-Bayannuur / Dalin gol2","IV","Deep Sandy",9,3,3.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0.25,9.5,0,8.75,4.75,0,22.75,7.25,7.25,0,0,0,2,11.5,0,0,0,0,0,6.5,NA,0,0,2.5,0,0,0,0,0.25,65.25,31.5,15,"Bulgan-Bayannuur",1,117.2027359,"II","2"
"284",284,2012,"BU-BAYANNUUR","HAR NUDEN3","BU-Bayannuur / Har nuden3","IV","Deep Sandy",9,3,3.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0.5,6.75,0,0,38.25,0,10,1.25,1.25,0,0,0,6.5,9,0,0,0,0,0,7.5,2,0,0,9.5,0,0,0,0,0,71.25,26.75,11,"Bulgan-Bayannuur",1,967.6225586,"III","3"
"285",285,2012,"BU-BAYANNUUR","ULAAN HEREM4","BU-Bayannuur / Ulaan herem4","I","Deep Sandy",9,1,1.1,1,"Yes","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",1.75,0.75,0,42.5,12.5,0,6.25,0,0,0,0,0,5.5,7.25,0,0,0,0,0,25.75,0,0,0,12.75,0,0,0,0.25,4.25,77.75,21.5,14,"Bulgan-Bayannuur",1,1027.424072,"I","1"
"286",286,2012,"BU-BUGAT","BAYANBULAG2","BU-Bugat / Bayanbulag2","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,6.5,0.5,7.5,0,38.5,0,0,0,0,0,33.25,1.5,0,7.5,0,0,0,0,0,0.5,0,1.5,0,0,0,4,5,89,0.75,18,"Bulgan-Bugat",1,1359.831909,"III","2"
"287",287,2012,"BU-BUGAT","BURGAST3","BU-Bugat / Burgast3","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,12.75,0,0,32,0.25,0.25,0,0,0,23.25,9.5,0,3.5,0,0,0,0,0,0,0,0.25,0,8.75,0,12.25,0.25,81.5,0.25,13,"Bulgan-Bugat",1,669.6156616,"III","2"
"288",288,2012,"BU-BUGAT","BUURULJUUT5","BU-Bugat / Buuruljuut5","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0.5,0,0,1.5,0,64.75,10.25,10.25,0,0,0,32.5,1,0,1,0,0,0,0,0,8.5,0,0,2.75,0,0,6.25,1.75,92,6.25,20,"Bulgan-Bugat",1,368.8085938,"I","1"
"289",289,2012,"BU-BUGAT","DUNDAT4","BU-Bugat / Dundat4","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.25,0,12.25,2.25,0,74.25,0,0,0,0,0,15.75,8.25,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,94.75,5,12,"Bulgan-Bugat",1,191.6044922,"III","2"
"290",290,2012,"BU-BUGAT","NAM DABAA1","BU-Bugat / Nam dabaa1","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,0,1.5,17.25,1.5,0,18.5,0.75,0.75,0,0,0,14.5,9,0,11,0,0,0,0,0,0,0,1.5,0,0,0,12.25,0.25,70,2.5,13,"Bulgan-Bugat",1,535.6125488,"I","1"
"291",291,2012,"BU-BULGAN","BICHIGT TOLGOI","BU-Bulgan / Bichigt tolgoi","II","Loamy",3,2,2.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.5,0,17.5,0,0,25,2.25,2.25,0,0,0,48,4.75,18,8,0,0,0,0,0,0,0,0,0,0,0,42,1.5,89.25,9.5,13,"Bulgan-Bulgan",1,161.603775,"III","2"
"292",292,2012,"BU-BULGAN","DOMUU","BU-Bulgan / Domuu","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,14.75,0,1.5,4,0,19.5,3.25,3.25,0,0,0,57,16.25,2.75,13.25,0,0,0,0,0,9.75,0.25,2.25,0,0,0,38,1.25,96.75,3,26,"Bulgan-Bulgan",1,584.0136108,"III","2"
"293",293,2012,"BU-BULGAN","HAR TOLGOI","BU-Bulgan / Har tolgoi","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,4.25,0,5.25,0,0,11.5,0.25,0.25,0,0,0,49.5,15.25,8.75,12.75,0,0,0,0,0,0,0,0,0,0,0,43.5,0.5,85,13.5,17,"Bulgan-Bulgan",1,216.4050446,"III","2"
