"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"675",675,2013,"HE-BINDER","SHUUSIIN GOL","HE-Binder / Shuusiin gol","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,0,10,0,0,31.75,12.5,12.5,0.25,0,0,21.75,4.75,3.75,10.75,0.25,0,0,0,0,0,0,0,0,0.25,0,19,1,78.5,11,15,"Hentii-Binder",1,192.6045074,"III","2"
"676",676,2013,"HE-DADAL","CITIIN TASAG","HE-Dadal / Citiin tasag","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,0,31.25,0,0,27.25,0,0,0,0,0,32,31,0.75,33.25,0,0,0,0,0,0,0,0,0,0,0,1.5,4.75,100,NA,15,"Hentii-Dadal",1,2305.854004,"I","1"
"677",677,2013,"HE-DADAL","HASHAALAAGUI TALBAI","HE-Dadal / Hashaalaagui talbai","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,0,65.75,0,0,41.25,0,0,0,0,0,25,25.25,20.75,26,0,0,0,0,0,0,0,0,0,20.5,0,0,1.5,100,NA,12,"Hentii-Dadal",1,763.2178345,"III","2"
"678",678,2013,"HE-DADAL","TENGELEG","HE-Dadal / Tengeleg","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,5.75,0,11,0,0,1.75,0,0,2.25,0,0,84.25,36.75,0,32.5,0,0,1.25,0,0,0.75,0,3.25,0,0,0,0,3.75,100,NA,27,"Hentii-Dadal",1,2687.863037,"I","1"
"679",679,2013,"HE-DADAL","UUJIM","HE-Dadal / Uujim","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,28.5,0,0,51.75,0,0,0,0,0,10.5,59.75,0,35.75,0,0,0,0,0,0,0,0,0,0,0,0,0,100,NA,11,"Hentii-Dadal",1,1578.236816,"I","1"
"680",680,2013,"HE-DARHAN","BAYN- BULAG","HE-Darhan / Bayn- bulag","III","Sandy loam",8,2,2.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,6,3.5,1,3.5,8.25,45.25,1.75,1.75,0,0,0,25.25,1,0,0,0,0,0,0.5,NA,0,0,0,0,0,0,0,2.75,74.25,5.5,12,"Hentii-Darhan",1,161.4037781,"III","3"
"681",681,2013,"HE-DARHAN","MERGEN-HUSHUU","HE-Darhan / Mergen-hushuu","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0.5,4.5,0.5,7.25,10,50.5,50.5,0,0,0,13.5,9.25,0,0,0,0,0,35.5,1,0,0,0,0,0,0,0,3,92.25,4,13,"Hentii-Darhan",1,747.8174438,"I","1"
"682",682,2013,"HE-DARHAN","SHANDANA-HAJUU","HE-Darhan / Shandana-hajuu","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,0,0,0,0,88,88,0,0,0,0,0,0,0,0,0,0,1.75,1,0,0,0,0,0,14.75,0,0,88.5,2.75,4,"Hentii-Darhan",1,1013.023621,"III","3"
"683",683,2013,"HE-DARHAN","TALIIN HUDAG","HE-Darhan / Taliin hudag","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,0.25,6.375,1.125,1.8125,0.8125,0.8125,0.8125,0,0,0,1.1875,3.9375,0,0,0,17.125,0,0,1,0,0,0.375,0,0.375,1.4375,0,1.0625,99.8125,NA,15,"Hentii-Darhan",1,2227.652344,"II","2"
"684",684,2013,"HE-DARHAN","ULAAN-UNDUR","HE-Darhan / Ulaan-Undur","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,8,0,16,0.25,12,1.5,56,56,0,0,0,2.25,2,0,0,0,32.25,0,0,1,0,0,0,0,0,6.25,0,1.75,95.75,NA,14,"Hentii-Darhan",1,1007.223511,"I","1"
"685",685,2013,"HE-DELGERHAAN","BELHIIN TOV","HE-Delgerhaan / Belhiin tov","II","Sandy loam",6,2,2.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.75,1.25,0,1.25,0,0.25,0,0,0,0,0,41.75,7.5,0,0,0,0,0,0,NA,0,0,0.75,0,0,0,0,4,75.25,12.5,11,"Hentii-Delgerhaan",1,1456.834106,"II","2"
"686",686,2013,"HE-DELGERHAAN","HOLIIN NUUR","HE-Delgerhaan / Holiin nuur","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,4.75,14.5,0,0,0,60.25,0,0,NA,22,0,0,0,0,NA,NA,NA,81,6.25,5,"Hentii-Delgerhaan",1,405.6094971,"I","1"
"687",687,2013,"HE-DELGERHAAN","OORTSOG","HE-Delgerhaan / Oortsog","I","Sandy loam",6,1,1.1,1,"Yes","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0.75,0,0,2.75,0,0.75,0,0,0,0,0,0,2.75,0,0,0,87,0,0,NA,0,0,0,0,0,0,0,0,89.5,2.5,6,"Hentii-Delgerhaan",1,1260.22937,"I","1"
"688",688,2013,"HE-GALSHAR","ARVINGIIN SHIREE","HE-Galshar / Arvingiin shiree","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",1,5.25,20,0,23.5,0,0,0,0,0,0,0,2.25,3.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,72,27.25,9,"Hentii-Galshar",1,696.4162598,"II","2"
"689",689,2013,"HE-GALSHAR","ENGER OLZIIT","HE-Galshar / Enger olziit","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,12.75,11.75,0,1,0,0,0,0,0,4.75,36.25,0,0,0,0,0,44.75,1,0,0,0,0,0,0,0,0,87.25,12.5,13,"Hentii-Galshar",1,1841.043091,"I","1"
"690",690,2013,"HE-GALSHAR","GUCHINGIIN GOVI","HE-Galshar / Guchingiin govi","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,10.5,0,0,1.5,0,4,0,0,0,0,0,25.5,7.5,0,0,0,0,0,3,1,0,0,1.25,0,0,0,0,0,57.75,41.5,11,"Hentii-Galshar",1,320.4075012,"II","2"
"691",691,2013,"HE-GALSHAR","HALIMIN EH","HE-Galshar / Halimin eh","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,1.5,4.5,0,9.75,0,11.75,0,0,0,0,0,0,34.25,0,0,0,0,0,30,1,0,0,0,0,1,0,0,0,74.5,24,10,"Hentii-Galshar",1,1826.642578,"I","1"
"692",692,2013,"HE-GALSHAR","HOLBOOGIIN ENGER","HE-Galshar / Holboogiin enger","IV","Sandy loam",12,3,3.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,12,0,0.25,2,0,5.25,0,0,0,0,0,15.25,1.75,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,60.75,38.75,12,"Hentii-Galshar",1,547.0128174,"III","3"
"693",693,2013,"HE-GALSHAR","OVOONO BULAG","HE-Galshar / Ovoono bulag","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0,11.5,11.25,0,9.75,0,0,0,0.25,0,2.25,53.5,0,0,0,0,0,9.5,1,0,0,0,0,0,0,0,0,80.75,18.5,13,"Hentii-Galshar",1,1197.427979,"III","3"
"694",694,2013,"HE-HERLEN","GUULINGIIN SHIL","HE-Herlen / Guulingiin Shil","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,12.75,0,55.25,0,0,0,1.75,1.75,0,0,0,2.75,11.75,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,88.25,4.5,11,"Hentii-Herlen",1,1291.430298,"I","1"
"695",695,2013,"HE-HERLEN","MAANITIIN HUNDII","HE-Herlen / Maanitiin hundii","III","Sandy loam",6,3,3.1,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,0,38.25,0,0,1.5,0,0,0,0,0,0,36.25,0,0,0,25.75,0,0,1,0,0,4.5,0,3.5,0,0,0,74.5,2.75,10,"Hentii-Herlen",1,825.8193359,"I","1"
"696",696,2013,"HE-HERLEN","NISEHIIN TAL","HE-Herlen / Nisehiin tal","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,5.5,6.75,0,6.75,0,0,3.75,3.75,0,0,0,8.25,11.5,0,0,0,23.5,0,0,0,0,0,0,0,0,0,0,7.75,47.75,51.75,8,"Hentii-Herlen",1,240.6056213,"I","1"
"697",697,2013,"HE-HERLEN","TSANATIIN HUNDII","HE-Herlen / Tsanatiin hundii","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,0,78,2.5,77.75,0,0,1,1,0,0,0,13.5,10.75,0,0,0,96.25,0,0,0,0,0,0,0,0,0,0,1.75,99.5,NA,10,"Hentii-Herlen",1,1525.235596,"I","1"
"698",698,2013,"HE-HERLENBAYANULAAN","BURGALTAI","HE-Herlenbayanulaan / Burgaltai","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,0.25,0,0.25,0,0.25,0,0,0,0,0,29.25,21.75,1.25,0,0,0,0,10,1,0,0,26.25,0,0,0,0,0,75.25,20.75,16,"Hentii-Herlenbayanulaan",1,688.2160645,"III","3"
"699",699,2013,"HE-HERLENBAYANULAAN","TARIA BRIGAD","HE-Herlenbayanulaan / Taria brigad","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,37.25,3.25,0,3.25,0,0,0,0,0,0,0,3,37.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5,68.5,8,7,"Hentii-Herlenbayanulaan",1,157.8036804,"III","2"
"700",700,2013,"HE-HERLENBAYANULAAN","TSAGAAN GUY","HE-Herlenbayanulaan / Tsagaan guy","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,9.25,0,12.75,0,3.75,0,0,0,0,0,12.75,33.75,0.75,56,0,0,0,0,0,0,0,3.25,0,0,0,0.5,0.75,90.5,2.75,22,"Hentii-Herlenbayanulaan",1,1031.02417,"I","1"
"701",701,2013,"HE-JARGALTHAAN","GANTSIIN TAL","HE-Jargalthaan / Gantsiin tal","I","Sandy loam",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,7.75,2.5,39.75,2.5,0,0,0,0,0,0,0,28.5,34,0,43,0,0,0,0,1,0,0,0,0,0,0,0,28.5,94.25,5,8,"Hentii-Jargalthaan",1,720.0169067,"I","1"
"702",702,2013,"HE-JARGALTHAAN","NARTIIN HUNDII","HE-Jargalthaan / Nartiin hundii","I","Sandy loam",6,1,1.1,1,"Yes","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,3.5,4.25,0,4.25,0,0,0,0,0,0,0,10.5,27.25,0,0,0,55.25,0,0,1,0,0,0,0,0,0,0,10.5,72.25,27.5,7,"Hentii-Jargalthaan",1,945.6221313,"I","1"
"703",703,2013,"HE-JARGALTHAAN","SHOVH","HE-Jargalthaan / Shovh","I","Sandy loam",6,1,1.1,1,"Yes","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,3.75,5.75,0,5.75,0,0,0,0,0,0,0,0.5,48.5,0,0,0,56.5,0,0,1,0,0,0,0,0,0,0,0.25,79.5,20.5,8,"Hentii-Jargalthaan",1,586.0137329,"I","1"
"704",704,2013,"HE-JARGALTHAAN","UZUUR TOLGOI","HE-Jargalthaan / Uzuur tolgoi","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2.25,2.75,0,2.75,0,0,0,0,0,0,0,4.25,55.25,0,18.25,0,0,0,0,1,0,0,0,0,0,0,0,4.25,68,31.25,7,"Hentii-Jargalthaan",1,434.210144,"I","1"
"705",705,2013,"HE-JARGALTHAAN","ZOOLON","HE-Jargalthaan / Zoolon","IV","Loamy",3,3,3.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,8.5,2.75,41,2.75,0,0,0,0,0,0,0,6,21.75,0,34.25,0,0,0,0,1,0,0,0,0,0,0,0,6,77,23,8,"Hentii-Jargalthaan",1,475.6111145,"I","1"
"706",706,2013,"HE-MURUN","CHANDGANII TAL","HE-Murun / Chandganii tal","I","Sandy loam",6,1,1.2,2,"No","STGR-ELCHN- forbs rangeland in loamy plain ESG, ES",0,2.25,45.75,0.5,45.75,0,0,1.25,1.25,0,0,0,0,7,0,0,0,80.25,0,0,1,0,0,0,0,0,3.5,0,0,99,0.5,10,"Hentii-Murun",1,2268.452881,"I","1"
"707",707,2013,"HE-MURUN","OLZIIT BULAG","HE-Murun / Olziit bulag","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,11.5,0,0,0,0,2,14.25,14.25,0,0,0,2.25,29.75,0,0,0,0,0,21.75,0,0,0,0,0,0,0,0,0.5,69,17.75,12,"Hentii-Murun",1,1062.424927,"I","1"
"708",708,2013,"HE-MURUN","UNDURHAANII ENGER","HE-Murun / Undurhaanii enger","IV","Sandy loam",8,3,3.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0.75,14.75,23,14.75,0,0.25,1.5,1.5,0,0,0,5,10.25,0,0,0,0,0,35.25,0,0,0,6.75,0,0,0,0.75,0,75.5,17.75,16,"Hentii-Murun",1,650.21521,"I","1"
"709",709,2013,"HE-MURUN","ZUULUN BULAG","HE-Murun / Zuulun bulag","II","Sandy loam",8,2,2.1,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,2.25,0,0.25,0,0,36,0.5,0.5,0,0,0,0.25,21.25,0,0,0,0,0,9,1,0,0,0.25,0,0,0,0,0,67,28.75,12,"Hentii-Murun",1,530.2123413,"III","3"
"710",710,2013,"HE-NOROVLIN","ANGIRTIIN HOOLOI","HE-Norovlin / Angirtiin hooloi","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,2.75,19.25,13.25,19.25,0,0,0,0,3.25,2.75,0,20.75,33,0,9,0,0,0,0,0,0,0,1,0,0,0,0.25,4.75,80.75,7,24,"Hentii-Norovlin",1,1083.825317,"III","2"
"711",711,2013,"HE-NOROVLIN","EMEELIIN TOV","HE-Norovlin / Emeeliin tov","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0,10.75,27.5,10.75,0,12.5,0,0,0.25,0,0,23.75,18.5,4.5,13,0,0,0,0,0,0,0,4.5,0,5.25,0,1,7,84.25,3.75,23,"Hentii-Norovlin",1,962.6225586,"III","2"
"712",712,2013,"HE-NOROVLIN","SUMIIN TOV","HE-Norovlin / Sumiin tov","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0.25,4.75,24.75,4.75,0,11,0,0,4.75,0,0,35.25,18.5,5.25,6,0,0,0,0,0,0,0,1.75,0,15.25,0,2.75,15.75,88,7.75,27,"Hentii-Norovlin",1,570.8134155,"III","2"
"713",713,2013,"HE-NOROVLIN","URTIIN ADAG","HE-Norovlin / Urtiin adag","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow steppe rangeland in loamy plain ESG, FS ",0,0.25,5.5,9.75,10.25,0,0,0,0,5.25,0,0,43,21.25,5,17.25,0,0,0,0,0,0,0,0,0,0,2,9.5,0,80.25,6.25,26,"Hentii-Norovlin",1,2034.247559,"I","1"
"714",714,2013,"HE-TSENHERMANDAL","ADUUNCHULUUN","HE-Tsenhermandal / Aduunchuluun","I","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,19,16.5,19,0,0,0,0,0,0,0,19.75,47.25,8,0,0,0,0,46,1,0,0,0,0,0,0,0,19.75,89.25,NA,8,"Hentii-Tsenhermandal",1,587.2137451,"I","1"
"715",715,2013,"HE-TSENHERMANDAL","BOR-UNDUR","HE-Tsenhermandal / Bor-undur","I","Loamy",2,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,14.25,12.5,14.25,0,0,0,0,0,0,0,23.5,43.75,38,0,0,0,0,40.75,1,0,0,0,0,0,0,0,23.5,91.5,0.25,8,"Hentii-Tsenhermandal",1,513.4120483,"I","1"
"716",716,2013,"HE-TSENHERMANDAL","DULAAN","HE-Tsenhermandal / Dulaan","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"717",717,2013,"HE-TSENHERMANDAL","HAVTGAIN OVOLJOO","HE-Tsenhermandal / Havtgain ovoljoo","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,9,14.5,9,37.5,8.25,0,0,0,0,0,1.5,38.5,36.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,1.5,10,"Hentii-Tsenhermandal",1,859.2200928,"III","2"
"718",718,2013,"HE-UMNUDELGER","BAYANTSOGT UUL","HE-Umnudelger / Bayantsogt uul","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.25,0,15.5,0,0,9,0,0,0,0,0,5.5,5.25,0,0,0,0,0,24.5,0,0,0,0.75,0,4.5,0,5.5,0,57.75,30.75,9,"Hentii-Umnudelger",1,614.8144531,"I","1"
"719",719,2013,"HE-UMNUDELGER","GURVANBAYN-AR BULAG","HE-Umnudelger / Gurvanbayn-Ar bulag","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,1.25,9,12.5,10.75,0,56.75,0.25,0.25,0,0,0,47,13,49.5,15.5,0,0,0,0,0,0,0,2.5,0,0,0,34.75,8.25,99,1,21,"Hentii-Umnudelger",1,1376.2323,"III","2"
"720",720,2013,"HE-UMNUDELGER","HALIUN UULIIN ENGER","HE-Umnudelger / Haliun uuliin enger","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.5,19,15.25,19,0,43,0,0,0,0,0,3.75,4.25,0,0,0,0,0,14.75,0,0,0,0.75,0,0,0,2,1.25,80.75,10,14,"Hentii-Umnudelger",1,551.612854,"III","2"
"721",721,2013,"HE-UMNUDELGER","JARGALANTIIN GOL","HE-Umnudelger / Jargalantiin gol","I","Loamy",2,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,5,0,33.25,0,0,5,0,0,0,0,0,22,6.75,0.75,0,0,0,0,46.25,0,0,0,0.25,0,0.5,0,12.5,0.5,87,6.75,17,"Hentii-Umnudelger",1,1175.627441,"III","2"
"722",722,2013,"HE-UMNUDELGER","SARIGIIN UVUR","HE-Umnudelger / Sarigiin uvur","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1,0.75,6.25,0.75,0,20,0,0,0,0,0,14,19,0,0,0,0,0,30.5,0,0,0,0.25,0,0,0,0,0,77.25,9.25,11,"Hentii-Umnudelger",1,1446.033813,"I","1"
"723",723,2013,"HE-UMNUDELGER","TENHLEGIIN AR","HE-Umnudelger / Tenhlegiin ar","I","Loamy",2,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,9.25,0,9.25,0,0,8.75,0,0,0,0,0,0,44,1.25,0,0,0,0,0.75,0,0,0,0,0,0.5,0,0,0,67,14.75,11,"Hentii-Umnudelger",1,725.21698,"I","1"
"724",724,2013,"HE-UMNUDELGER","ZURH UUL","HE-Umnudelger / Zurh uul","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4,0,27.5,0,0,16,0,0,0,0,0,16.75,3.75,8.75,0,0,0,0,6,0,0,0,0,0,5.5,0,13.5,0,79.75,17,16,"Hentii-Umnudelger",1,256.6060181,"III","2"
"725",725,2013,"HO-ALTAI","ELHON","HO-Altai / Elhon","I","Sandy",19,1,1.1,1,"Yes","Desert rangeland with shrubs in Sandy ESG, Desert",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,6.25,14.75,2,"Hovd-Altai",1,375.0087891,"I","1"
"726",726,2013,"HO-ALTAI","HASHAALAAGUI TALBAI","HO-Altai / Hashaalaagui talbai","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly ills ESG, Desert steppe",0,0,NA,0.75,0,0,NA,NA,NA,0,0,NA,0,0,0,0,6.75,0,0,0,0,0,0,3.25,0,0,NA,NA,NA,10.75,38.25,4,"Hovd-Altai",1,213.0256195,"III","2"
"727",727,2013,"HO-ALTAI","HUNDII","HO-Altai / Hundii","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly ills ESG, Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,6.25,0,0,0,0,0,0,4.25,0,0,NA,NA,NA,10.5,2,3,"Hovd-Altai",1,254.5095673,"III","2"
"728",728,2013,"HO-ALTAI","SEER","HO-Altai / Seer","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly ills ESG, Desert steppe",0,0.5,NA,0.5,0,0,NA,NA,NA,0,0,NA,0,0,0,0,9,0,0,0,0,0.75,0,3.5,0,0,NA,NA,NA,14.25,22.5,6,"Hovd-Altai",1,246.6612396,"III","2"
"729",729,2013,"HO-ALTAI","TSONJ","HO-Altai / Tsonj","I","High water table",13,1,1.1,1,"Yes","ACSP/SCHI dominated solonchak in HWT ESG, Semidesert steppe",0,0.25,NA,0,0,0,NA,NA,NA,0,0,NA,0.25,3.75,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,9.75,40,6,"Hovd-Altai",1,449.8764343,"I","1"
"730",730,2013,"HO-BULGAN","BAITAG","HO-Bulgan / Baitag","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,21,0,0,0,0,0,0,0,0,0,NA,NA,NA,33.25,13.25,5,"Hovd-Bulgan",1,296.8069458,"I","1"
"731",731,2013,"HO-BULGAN","BAYAN GOL","HO-Bulgan / Bayan gol","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,11.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,23.5,35,5,"Hovd-Bulgan",1,953.0093384,"I","1"
"732",732,2013,"HO-BULGAN","HASHAALAAGUI TALBAI","HO-Bulgan / Hashaalaagui talbai","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,4.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,10.5,65.5,5,"Hovd-Bulgan",1,16.60038948,"II","2"
"733",733,2013,"HO-BULGAN","ONGOG","HO-Bulgan / Ongog","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,9.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,49.25,38.25,3,"Hovd-Bulgan",1,347.808136,"II","2"
"734",734,2013,"HO-BULGAN","UUSHIG","HO-Bulgan / Uushig","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,29,56.75,5,"Hovd-Bulgan",1,424.8099365,"II","2"
"735",735,2013,"HO-CHANDMANI","ALAG TOLGOI","HO-Chandmani / Alag tolgoi","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,0,0,1,NA,NA,NA,0,0,NA,2.5,1.75,0,0,0,0,0,33,0,0,0,0.5,0,0,NA,NA,NA,38.5,38.75,8,"Hovd-Chandmani",1,145.803421,"I","1"
"736",736,2013,"HO-CHANDMANI","EMGEN","HO-Chandmani / Emgen","ii","sandy loam",12,2,2.1,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loamy covered gravelly plain ESG, Semi desert steppe",0,0,0,0,0,0,0,0,0,0,0,0,8.5,12,0,0,0,0,0,4,0,0,0,1,0,0,5.5,0,0,30.75,60.25,6,"Hovd-Chandmani",1,1179.489136,"I","1"
"737",737,2013,"HO-CHANDMANI","GOLIIN ADAG","HO-Chandmani / Goliin adag","II","Loamy",15,1,1.2,2,"No","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,0,0,2.25,0,0,0,0,0,0,4.25,0,0,0,2.25,0,0,0,0,0,0,0.5,0,0,0,0,0.75,12.25,81,10,"Hovd-Chandmani",1,159.2037201,"II","2"
"738",738,2013,"HO-CHANDMANI","HASHAALAAGUI TALBAI","HO-Chandmani / hashaalaagui talbai","I","Gravelly",11,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,2,13.75,0,0,10.75,0,0,0.25,0,0,0,0,0,0,NA,NA,NA,26.75,57,6,"Hovd-Chandmani",1,822.9515991,"IV","3"
