"","�..","YEAR","SITEID","PLOTID","SITE.PLOT","RC_INTERP","ESG","STM","STATE_INTERP","PHASE_INTERP","REFERENCENUM","REFERENCE","ESGEN","ACHNA","ANNUAL","ARAD","ARFRI","BARTEM","CLEIST","CXDU","LEYM","ELCHN","MEADPF","MEADPG","NISB","PPFF","PPGG","SMBPG","STBA","STGBGL","STGR","STIPA","STKR","SRC","GOOD.ARTEMISIA","HIMTNMEADOWSPP","OTHER.ALLIUM","SHRUB","SUB.SHRUB","CXPED","POTAC","POTBI","PCT.FOLIAR.COVER","PCT.BARE.SOIL","SPECIES.COUNT","SITENAME","LINEID","TOTALWTHECTARE","RC.Class","state.Class"
"61",61,2013,"AR-TARIAT","BOOROLJUUT-TSALUU","AR-Tariat / Booroljuut-Tsaluu","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,20.25,0,0,37.25,7,7,5.25,2.5,0,34.25,12.75,30.25,0,0,0,0,13.25,0,0,0,12,0,0,0,0,0,96.5,1.75,17,"Arhangai-Tariat",1,729.4169922,"I","1"
"62",62,2013,"AR-TARIAT","HORGO-UVUR SORT","AR-Tariat / Horgo-Uvur Sort","I","Loamy",3,1,1.1,1,"Yes","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0.5,0,0.75,0,0,17,0,0,1,0,0,49,13.75,8.25,0,0,0,0,0,0,5,0,0,6.75,0,1.5,0,7.75,83.75,10.75,33,"Arhangai-Tariat",1,801.21875,"III","2"
"63",63,2013,"AR-TARIAT","MORON-IH JARGALANT","AR-Tariat / Moron-Ih jargalant","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,12.75,0,29.75,0,0,5.5,6,6,0.75,0,0,52,19.75,28.75,0,0,0,0,28.25,0,0,0,0,0,0,0,0,0,95.5,4,18,"Arhangai-Tariat",1,460.810791,"I","1"
"64",64,2013,"AR-TARIAT","SUMAN-NAM HOTOL","AR-Tariat / Suman-Nam hotol","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,1,0,3.25,0,0,74.25,2,2,0,0.25,0,38,2,4,0,0,0,0,0,0,0,0,0.5,0,0,1,1,3,97.75,1.25,19,"Arhangai-Tariat",1,266.6062317,"III","2"
"65",65,2013,"AR-TARIAT","TERH-HUURAI","AR-Tariat / Terh-Huurai","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,14,0,17.25,0,0,41.25,7.5,7.5,0,0,0,36.75,14.75,18,0,0,0,0,7.5,0,0,0,5.5,0,0,0,0,4.25,97.5,1.5,16,"Arhangai-Tariat",1,235.2055054,"I","1"
"66",66,2013,"AR-TARIAT","TSAGAANNUUR-SORT","AR-Tariat / Tsagaannuur-Sort","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,13.75,0,8.5,0,0,34.5,12.5,12.5,0,0,0,45.75,17,22.25,0,0,0,0,0,0,3,0,0,0,0,0,0,0,97,2,22,"Arhangai-Tariat",1,329.6077271,"I","1"
"67",67,2013,"AR-TSAHIR","BAYAN GOL-AR TEELIIN AM","AR-Tsahir / Bayan gol-Ar teeliin am","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.5,4.75,2.75,6,0,2,0,0,0.25,0.25,0,22.75,6.5,13.75,0,0,0,0,2,1,22.25,0,2.25,0,0.25,0,0,2.25,95,4.75,42,"Arhangai-Tsahir",1,25.60059738,"I","1"
"68",68,2013,"AR-TSAHIR","HANUUL-SALHITIIN AM","AR-Tsahir / Hanuul-Salhitiin am","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,5,2,5,0,9,0,0,0,0,0,18.5,4.5,10.5,0,0,0,0,3.75,0,20.5,0,2.25,0,0,0,0,2.25,90.25,9.25,24,"Arhangai-Tsahir",1,35.80083847,"III","2"
"69",69,2013,"AR-TSAHIR","TSAHIR-OMBOG","AR-Tsahir / Tsahir-Ombog","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.25,5.5,3,6,0,13.25,0,0,0.25,0.75,0,22.5,4.75,20.75,0,0,0,0,3.25,0,29.5,0,4.25,0,0,0,0,2.25,96.25,3.75,30,"Arhangai-Tsahir",1,98.2022934,"I","1"
"70",70,2013,"AR-TSAHIR","TSAHIR-ONH","AR-Tsahir / Tsahir-Onh","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0.25,4.25,2.75,5,0,3.5,0,0,0,1,0,18,7.25,21,0,0,0,0,2.25,0,28.5,0,5.25,0,0,0,0,1.5,95.5,4.5,34,"Arhangai-Tsahir",1,55.20128632,"I","1"
"71",71,2013,"AR-TSENHER","ALTANOVOO- HUNHER HYASAA","AR-Tsenher / Altanovoo- Hunher hyasaa","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,0,0,0.75,0,0,83.5,13,13,0,0,0,3.75,0.75,0.5,0,0,0,0,11.75,0,0,0,0.75,0,0,0,0,0,93.75,0.75,13,"Arhangai-Tsenher",1,748.6174927,"III","2"
"72",72,2013,"AR-TSENHER","BUILAN-BAGA URGUUT","AR-Tsenher / Builan-baga urguut","I","Loamy",2,1,1.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,6,0,7.75,0.75,0,8.75,5.75,5.75,0,0,0,31.5,47.5,3.25,0,0,0,0,13,0,0.75,0,5.5,0,0,26.25,0,0.25,89.75,9.25,25,"Arhangai-Tsenher",1,867.3505859,"I","1"
"73",73,2013,"AR-TSENHER","ORHON-TSAGDUULT","AR-Tsenher / Orhon-Tsagduult","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,2.75,1.5,7.75,3.75,0,32.5,0,0,7.5,2,0,65.75,10.25,16,4.5,0,0,0,0,0,0,0,1.5,3.5,0,17,0,0.75,98,0.25,53,"Arhangai-Tsenher",1,633.6148071,"I","1"
"74",74,2013,"AR-TSENHER","TAMIR-TATUUR","AR-Tsenher / Tamir-Tatuur","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,7.5,0,12.25,0,0,25.75,0,0,0,0,0,10,23.75,5,0,0,0,0,29.25,NA,0,0,2,0,0,0,0,0,82.75,10.75,13,"Arhangai-Tsenher",1,411.2095947,"I","1"
"75",75,2013,"AR-TSENHER","TSENHER-USTIIN AR","AR-Tsenher / Tsenher-Ustiin ar","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,7.75,2.5,1,7.25,0,30.75,0.75,0.75,0.25,3.5,0,46,8.5,9.75,7.25,0,0,0,0,0,0,0,0.75,0,0,26.75,1.25,0,92,2.75,38,"Arhangai-Tsenher",1,573.2134399,"I","1"
"76",76,2013,"AR-TSENHER","TSETSERLEG-ZOOGIIN AR","AR-Tsenher / Tsetserleg-Zoogiin ar","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,2.25,0,0.5,0,0,42.25,0.75,0.75,0,0,0,34,1,13,18,0,0,0,0,0,0,0,1.5,5.75,0,4.75,1.75,0,86.75,2.5,32,"Arhangai-Tsenher",1,561.8131104,"I","1"
"77",77,2013,"AR-TSETSERLEG","CHULUUT-SHANGAI","AR-Tsetserleg / Chuluut-Shangai","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,41.75,0,9,0,0,0,0,0,0,0,0,5,11.75,0,6.25,0,0,0,0,1,0,0,0,0,0,27.25,0,0.5,84.5,14.75,13,"Arhangai-Tsetserleg",1,41.68097687,"III","2"
"78",78,2013,"AR-TSETSERLEG","HONGORJ-MAILAH","AR-Tsetserleg / Hongorj-Mailah","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,6.5,0,7.75,0,0,19,0,0,0,0,0,16.5,22.5,2.5,28.25,0,0,0,0,0,3.5,0,0,0,0,0.25,0,0,89,10.25,19,"Arhangai-Tsetserleg",1,27.78064919,"I","1"
"79",79,2013,"AR-TSETSERLEG","HUJIRT-MAANIIN ENGER","AR-Tsetserleg / Hujirt-Maaniin enger","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,14.75,0,0.5,0,0,0,0,0,0,0,0,14.75,19.5,0.25,0,0,0,0,17.25,0,2.25,0,0,0,0,30.5,1.5,0,88.5,11.25,20,"Arhangai-Tsetserleg",1,524.8123169,"I","1"
"80",80,2013,"AR-TSETSERLEG","IH-BULAG--MAIHAN","AR-Tsetserleg / Ih-bulag--Maihan","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,47.5,0,3.75,0,0,18,0,0,0,0.5,0,27.25,12,4.75,4,0,0,0,0,0,4.5,0,0,0,0,0,0,0.25,95,4.5,18,"Arhangai-Tsetserleg",1,160.2037506,"I","1"
"81",81,2013,"AR-TSETSERLEG","IH BULAG-SHAR DAVAA","AR-Tsetserleg / Ih bulag-Shar davaa","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,1.5,0,0.25,0,0,0,0,0,1.75,0,0,46.5,3.25,14.25,0,0,0,0,2,0,0,0,0,0.75,0,30.25,0,0,86.5,12,28,"Arhangai-Tsetserleg",1,369.0086365,"I","1"
"82",82,2013,"AR-TSETSERLEG","TUULANT-SUUJ","AR-Tsetserleg / Tuulant-Suuj","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,11.5,0,0,0,0,0,0,0,0,0,0,18.75,23.75,4,0,0,0,0,17.25,0,0,0,0,0,0,27.5,0,0,89.5,9.75,12,"Arhangai-Tsetserleg",1,34.50080872,"I","1"
"83",83,2013,"AR-TUVSHRUULEH","BAYAN-UNDUR-HUREM","AR-Tuvshruuleh / Bayan-undur-Hurem","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,0,5,0,0,8.75,42.25,42.25,0,0,0,10.25,22.5,0,27.25,0,0,0,0,1,0,0,0,0,0,7.25,0,1,85.75,NA,18,"Arhangai-Tuvshruuleh",1,686.0160522,"III","2"
"84",84,2013,"AR-TUVSHRUULEH","HOH-SUM- MUHAR","AR-Tuvshruuleh / Hoh-sum- Muhar","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,0,8,0.25,8,0,11.75,0.5,0.5,3.25,0.25,0,62.5,13.25,21.75,6.5,0,0,0,0,0,2,0,0,11.75,0,57,0,14,99.5,NA,38,"Arhangai-Tuvshruuleh",1,1882.444092,"I","1"
"85",85,2013,"AR-TUVSHRUULEH","ULAAN-TOLGOI-URANGIIN TOLGOI","AR-Tuvshruuleh / Ulaan-tolgoi-Urangiin tolgoi","I","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,0,5.75,35.25,5.75,0,48.75,40.25,40.25,0,0,0,5.5,36,5.75,11.75,0,0,0,0,1,0,0,0,0,0,0,0,2.5,93.75,NA,14,"Arhangai-Tuvshruuleh",1,488.8114319,"III","2"
"86",86,2013,"AR-TUVSHRUULEH","URTUNT- HUITEN HUUR","AR-Tuvshruuleh / Urtunt- Huiten huur","I","High water table",5,1,1.1,1,"Yes","Grass - forbs mountain meadow rangeland in High water table ESG, FS",0,6,7.25,0.25,7.25,0,3.25,4.75,4.75,3.75,2.25,0,62.75,6.5,26.5,19.75,0,0,0,0,0,0.75,0,3.75,6.5,0,37.5,0,6,92,NA,36,"Arhangai-Tuvshruuleh",1,2012.847168,"I","1"
"87",87,2013,"AR-UGIINUUR","DOIT-TSAGAAN NUUR","AR-Ugiinuur / Doit-Tsagaan nuur","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,26.75,NA,0,0,0,NA,NA,NA,0,0,NA,7,15.5,0,0,0,0,0,23.25,0,0,0,0,0,0,NA,NA,NA,59,6.25,10,"Arhangai-Ugiinuur",1,30.20070648,"I","1"
"88",88,2013,"AR-UGIINUUR","ORHON ULAAN-OVOO","AR-Ugiinuur / Orhon Ulaan-ovoo","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,18,NA,5.25,0,0,NA,NA,NA,0,0,NA,10.5,4.25,2,0,0,0,0,23,0,0,0,0,0,0,NA,NA,NA,52.25,27.25,16,"Arhangai-Ugiinuur",1,55.80130386,"I","1"
"89",89,2013,"AR-UGIINUUR","TOGLOH-AGUUTIIN HUDAG","AR-Ugiinuur / Togloh-Aguutiin hudag","I","Deep Sandy",9,1,1.1,1,"Yes","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,7.5,NA,9.75,0,0,NA,NA,NA,0,0,NA,11.75,13,0,0,0,0,0,20,0,0,0,2.5,0,0,NA,NA,NA,44,28.75,20,"Arhangai-Ugiinuur",1,56.20131683,"I","1"
"90",90,2013,"AR-UGIINUUR","UGII-CHILEN","AR-Ugiinuur / Ugii-Chilen","I","Sandy loam",8,1,1.2,2,"No","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,12.5,NA,2.75,0,0,NA,NA,NA,0,0,NA,8.75,12,0,0,0,0,0,19.5,0,0,0,0,0,0,NA,NA,NA,42.25,33.25,16,"Arhangai-Ugiinuur",1,88.80207062,"III","3"
"91",91,2013,"AR-UGIINUUR","ZEGSTEI-ELST TOLGOI","AR-Ugiinuur / Zegstei-Elst tolgoi","I","Deep Sandy",9,1,1.1,1,"Yes","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,9.5,0,8.25,0,0,0,0.5,0.5,0,0,0,19.75,9,2.5,0,0,0,0,29.75,0,0,0,0,0,0,0,0,0,49.5,19,24,"Arhangai-Ugiinuur",1,54.00126266,"I","1"
"92",92,2013,"AR-ULZIIT","BAISHIR- ONDOR TOLGOI","AR-Ulziit / Baishir- Ondor tolgoi","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,4.75,0,19,0,0,17,0,0,0,0,0,19.5,16.25,0,0,0,0,0,15.25,0,0,0,13.25,0,0,0,5.25,3,71.5,28.5,18,"Arhangai-Ulziit",1,358.6083984,"I","1"
"93",93,2013,"AR-ULZIIT","BODONT-ZUUH","AR-Ulziit / Bodont-Zuuh","II","Gravelly",1,2,2.1,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",0,2,1.5,6,1.5,0,23.5,0,0,0,0,0,20.75,12.5,4.25,0,0,0,0,23,0,0,0,17.75,0,0,0,3.5,0,70.25,29.75,23,"Arhangai-Ulziit",1,814.8190308,"I","1"
"94",94,2013,"AR-ULZIIT","HOSHOOT-TSAGAAN SUVARGA","AR-Ulziit / hoshoot-Tsagaan suvarga","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,2.75,0,13.25,0,0,18.75,0,0,0,0,0,27.5,18,0.75,0,0,0,0,15.5,0,0,0,10.75,0,0,0,3.25,5,71,29,21,"Arhangai-Ulziit",1,759.2177124,"I","1"
"95",95,2013,"AR-ULZIIT","YAMAAT-YAMAAT TOLGOI","AR-Ulziit / Yamaat-Yamaat tolgoi","II","Deep Sandy",9,2,2.1,2,"No","Caragana-grass rangeland in Deep sandy alluvial plain ESG, Steppe",0,0,0,0,0,0,19.5,0,0,0,0,0,1,41.5,0,0,0,0,0,19.25,0,0,0,0,0,0,0,0,0,81.75,18.25,8,"Arhangai-Ulziit",1,611.2142944,"I","1"
"96",96,2013,"AR-UNDUR-ULAAN","AZARGA-BOHON","AR-Undur-Ulaan / Azarga-Bohon","II","Loamy",2,2,2.1,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,3,0,23,2.75,0,73.75,0,0,0,0,0,62.25,3.5,9.5,0,0,0,0,7.75,1,0,0,2,0,0.25,0,9.5,34.5,100,NA,27,"Arhangai-Undur Ulaan",1,233.6054535,"I","1"
"97",97,2013,"AR-UNDUR-ULAAN","BAYANGOL-BAYANBULAG","AR-Undur-Ulaan / Bayangol-Bayanbulag","II","Loamy",3,1,1.2,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",0,6,2.5,13,5.25,0,27,0,0,0,0,0,68.75,7.5,20.25,31.75,0,0,0,0,1,0,0,2.5,0,10.25,0,34.5,8.5,100,NA,34,"Arhangai-Undur Ulaan",1,471.8110352,"I","1"
"98",98,2013,"AR-UNDUR-ULAAN","BAYANGOL-URANGIIN AM","AR-Undur-Ulaan / Bayangol-Urangiin am","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,3,0,23,6,0,59.75,0.25,0.25,0,0,0,54.75,3.75,11.75,0.25,0,0,0,5,1,0,0,6.25,0,0.75,0,23.5,5.25,98.5,1.5,32,"Arhangai-Undur Ulaan",1,275.6064453,"I","1"
"99",99,2013,"AR-UNDUR-ULAAN","BELHI-TSAGAAN BULAG","AR-Undur-Ulaan / Belhi-Tsagaan bulag","III","Loamy",2,2,2.2,2,"No","SBG-forb rangeland in Loamy fan and mountain valley ESG, FS",0,2.25,0,20,2.5,0,86.75,0,0,0,0,0,66.75,1.5,10.5,0,0,0,0,3.75,1,0,0,14.5,0,0.5,0,30,15.25,100,NA,25,"Arhangai-Undur Ulaan",1,494.2115784,"III","2"
"100",100,2013,"AR-UNDUR-ULAAN","DONGOI-MUHAR HASHAAT","AR-Undur-Ulaan / Dongoi-Muhar hashaat","II","Loamy",3,2,2.1,2,"No","STBA-forbs meadow rangeland in loamy fan ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"101",101,2013,"AR-UNDUR-ULAAN","HANUI-TUMURT","AR-Undur-Ulaan / Hanui-Tumurt","I","Gravelly",1,1,1.2,2,"No","Small bunch grass-forb-ARFRI rangeland in Gravelly hills ESG, FS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","0"
"102",102,2013,"BA-ALTAI","BARDAMIIN AM","BA-Altai / Bardamiin am","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,3.75,0,0,1,0,0,0,0,0,0,1.25,2.25,0,3.75,0,0,0,0,0,0,6,0,0,0,0,0,36.25,7,9,"Bayan-Ulgii-Altai",1,424.8099365,"II","2"
"103",103,2013,"BA-ALTAI","DAMBIIN HOSHOO","BA-Altai / Dambiin hoshoo","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,10,26.5,0,7.25,0,0,0,0,0,0,2.75,0,0,NA,NA,NA,52,6.75,7,"Bayan-Ulgii-Altai",1,239.6056061,"II","2"
"104",104,2013,"BA-ALTAI","HOITGOB","BA-Altai / Hoitgob","I","Sandy loam",12,1,1.2,2,"No","STKR-STGL/STGO-CLSQ rangeland in Sandy loam covered gravelly plain ESG, Semi desert steppe",0,0,0,0,0,0,6.25,0,0,0,0,0,0.25,3.75,4.75,0,5.75,0,0,0,0,0,0,5,0,0,0,0,0,24,0.25,9,"Bayan-Ulgii-Altai",1,420.8098755,"II","2"
"105",105,2013,"BA-ALTAI","SHARGOBI","BA-Altai / Shargobi","I","Gravelly",23,1,1.1,1,"Yes","Cryophyte cushion forbs in Gravelly hills, High mountain   ",0,0,0,4.5,0,0,33.5,0,0,0,0,0,0,12.25,0,0,1.75,0,0,0,0,0,0,1.75,0,0,0,0,0,57.75,7.25,8,"Bayan-Ulgii-Altai",1,249.8058472,"I","1"
"106",106,2013,"BA-ALTANSTUGST","AGSHI","BA-Altanstugst / Agshi","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0.5,0,0,0,0,12.5,0,0,0,0,0,7,0,0,0,15.5,0,0,0,2,0,0,0,0,0,0,0,0,35.25,60.25,7,"Bayan-Ulgii-Altantsugst",1,230.0053711,"I","1"
"107",107,2013,"BA-ALTANSTUGST","BAYANBULAG","BA-Altanstugst / Bayanbulag","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,0,0,0,0,0.75,0,0,0,0,0,14,7.25,0,0,32.25,0,0,0,1,0,0,3.25,0,0,0,0,0,54.25,33.25,11,"Bayan-Ulgii-Altantsugst",1,352.6082458,"I","1"
"108",108,2013,"BA-ALTANSTUGST","HASH","BA-Altanstugst / Hash","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,0,0,0,0,2.75,0,0,0,0,0,8,12.75,0,0,11.25,0,0,0,1,0,0,2.5,0,0,0,0,0,42,55.75,11,"Bayan-Ulgii-Altantsugst",1,370.0086365,"I","1"
"109",109,2013,"BA-ALTANSTUGST","ULAANHARGANA","BA-Altanstugst / Ulaanhargana","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,0,0,0,0,20.5,0,0,0,0,0,0,0,0,0,23.5,0,0,0,1,0,0,0,0,0,0,0,0,45.25,11,5,"Bayan-Ulgii-Altantsugst",1,284.8066406,"I","1"
"110",110,2013,"BA-BAYANNUUR","BAYASGALANGIIN TAL","BA-Bayannuur / Bayasgalangiin tal","II","Sandy",16,2,2.1,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,1.75,NA,14,0,0,NA,NA,NA,0,0,NA,0,8,0,0,9,0,0,0,0,0,0,1.5,0,0,NA,NA,NA,34.25,27.75,6,"Bayan-Ulgii-Bayannuur",1,120.6028214,"I","1"
"111",111,2013,"BA-BAYANNUUR","BODENHAR","BA-Bayannuur / Bodenhar","I","Sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0,9.5,0,0,45,0,0,0,0,0,0,0,0,0,NA,NA,NA,50.75,10,4,"Bayan-Ulgii-Bayannuur",1,237.6055603,"I","1"
"112",112,2013,"BA-BAYANNUUR","HABTGAI HASHAA","BA-Bayannuur / Habtgai hashaa","I","Sandy ",16,1,1.2,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,22.25,0,0,NA,NA,NA,0,0,NA,3,8,0,0,4.75,0,0,0,0,0,0,0.5,0,0,NA,NA,NA,38.5,60.25,7,"Bayan-Ulgii-Bayannuur",1,125.8029404,"I","1"
"113",113,2013,"BA-BAYANNUUR","NUURIIN HOBOO","BA-Bayannuur / Nuuriin hoboo","I","Sandy ",16,1,1.1,1,"Yes","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,NA,0.75,0,0,NA,NA,NA,0,0,NA,0,25,0,0,19.25,0,0,0,0,0,0,0,0,0,NA,NA,NA,42.75,9,5,"Bayan-Ulgii-Bayannuur",1,184.6043243,"IV","3"
"114",114,2013,"BA-BAYANNUUR","TSAGAAN HOSHOO","BA-Bayannuur / Tsagaan hoshoo","II","Sandy ",16,2,2.1,2,"No","STGL/STGO-ALLPO rangeland in Sandy plain ESG , Desert steppe",0,0,11.75,3.25,11.75,0,0,0,0,0,0,0,10.25,24.75,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,42.25,16.5,7,"Bayan-Ulgii-Bayannuur",1,259.6060791,"IV","3"
"115",115,2013,"BA-BAYANNUUR","TSETSEGT","BA-Bayannuur / Tsetsegt","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,14.25,0,0,NA,NA,NA,0,0,NA,9.5,6.25,0,0,36.75,0,0,0,0,0,0,0,0,0,NA,NA,NA,50,32,6,"Bayan-Ulgii-Bayannuur",1,142.4033356,"I","1"
"116",116,2013,"BA-BUGAT","BUGA","BA-Bugat / Buga","I","Loamy",15,1,1.1,1,"Yes","STGL/STGO-semi shrubs rangeland in Loamy covered gravelly plain ESG, desert steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,6.25,0,0,0,36.25,0,0,0,1,0,0,0,0,0,NA,NA,NA,44.75,32,6,"Bayan-Ulgii-Bugat",1,197.0046234,"I","1"
"117",117,2013,"BA-BUGAT","HATUU","BA-Bugat / Hatuu","I","Gravelly",14,1,1.1,1,"Yes","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,0,0,0,0,11,0,0,0,0,0,6.5,6.75,0,0,26.25,0,0,0,0,0,0,0.75,0,0,0,0,0,50.25,23.75,10,"Bayan-Ulgii-Bugat",1,419.6098328,"I","1"
"118",118,2013,"BA-BUGAT","SHINEDABAA","BA-Bugat / Shinedabaa","I","Sandy loam",8,1,1.1,1,"Yes","STKR- CLSQ- forbs rangeland in Sandy loam alluvial fan ESG, Steppe",0,0,NA,0,0,0,NA,NA,NA,0,0,NA,0.75,34,5.5,0,0,0,0,32.75,1,0,0,0,0,0,NA,NA,NA,70,29.75,5,"Bayan-Ulgii-Bugat",1,827.4193726,"I","1"
"119",119,2013,"BA-BULGAN","BAYANGOLIIN AM","BA-Bulgan / Bayangoliin am","I","Gravelly",25,1,1.1,1,"Yes","Big bunch grass-xerophytic-mesophytic forbs with shrubs meodow steppe in Gravelly, High mountain",0,0,NA,6,0,0,NA,NA,NA,0,0,NA,6,0.5,0,0,11,0,0,0,1,0,0,0,0,0,NA,NA,NA,24.25,0.25,6,"Bayan-Ulgii-Bulgan",1,17.20040321,"I","1"
"120",120,2013,"BA-BULGAN","BULGANII HONDII","BA-Bulgan / Bulganii hondii","I","Gravelly",23,1,1.1,1,"Yes","STKR-STGL/STGO- Grass with Semishrubs rangeland in Gravelly hills ESG, Semi desert steppe",0,0,NA,17.25,0,0,NA,NA,NA,0,0,NA,7.75,1,0,0,8.5,0,0,0,1,0,0,0,0,0,NA,NA,NA,32.75,2.75,5,"Bayan-Ulgii-Bulgan",1,33.6007843,"I","1"
"121",121,2013,"BA-BULGAN","CHUBTORIIN TOB","BA-Bulgan / Chubtoriin tob","II","Gravelly",14,2,2.1,2,"No","Stipa gobica/ Stpa glareosa –grass rangeland in Gravelly hills ESG, Desert steppe",0,0,NA,14,0,0,NA,NA,NA,0,0,NA,3.75,0,0,0,9.5,0,0,0,1,0,0,2.5,0,0,NA,NA,NA,27.75,13.75,8,"Bayan-Ulgii-Bulgan",1,77.40181732,"III","2"
