VALUE,BPS_CODE,ZONE,BPS_MODEL,BPS_NAME,GROUPID,GROUPMODEL,GROUPNAME,G,GROUPVEG,R,B,RED,GREEN,BLUE
576,11770,3,311770,California Coastal Closed-Cone Conifer Forest and Woodland,273,273,Monterey Cypress-Shore Pine-4,207,Conifer,237,0,0.92941,0.81176,0
577,10010,6,610010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
578,10020,6,610020,Mediterranean California Sparsely Vegetated Systems,100,100,Sparsely Vegetated,245,Sparse,255,215,1,0.96078,0.84313
579,10110,6,610110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
580,10170,6,610170,Columbia Plateau Western Juniper Woodland and Savanna,108,108,Western Juniper-Low Sage-3,245,Conifer,14,98,0.0549,0.96078,0.38431
581,10190,6,610190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
582,10200,6,610200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,111,111,Limber Pine-Bristlecone Pine-3,46,Conifer,14,57,0.0549,0.18039,0.22352
583,10210,6,610210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,112,112,Douglas Fir-Incense Cedar-1,181,Conifer,245,149,0.96078,0.7098,0.58431
584,10270,6,610270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,116,116,Ponderosa Pine-Incense Cedar-1,187,Conifer,158,215,0.6196,0.73333,0.84313
585,10280,6,610280,Mediterranean California Mesic Mixed Conifer Forest and Woodland,117,117,Douglas Fir-White Fir-Sugar Pine-1,98,Conifer,84,168,0.32941,0.38431,0.65882
586,10290,6,610290,Mediterranean California Mixed Oak Woodland,118,118,Oregon White Oak-RoemersFescue-Oatgrass-1,100,Hardwood,220,100,0.86274,0.39215,0.39215
587,10300,6,610300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,119,119,Ponderosa Pine-California Black Oak-1,80,Conifer,180,145,0.70588,0.31372,0.56862
588,10310,6,610310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,120,120,Jeffrey Pine-1,70,Conifer,167,0,0.6549,0.27451,0
589,10321,6,610321,Mediterranean California Red Fir Forest - Cascades,122,122,Red Fir-White Fir-1,59,Conifer,255,127,1,0.23137,0.49803
590,10322,6,610322,Mediterranean California Red Fir Forest - Southern Sierra,123,123,Red Fir-Western White Pine-3,145,Conifer,255,151,1,0.56862,0.59215
591,10330,6,610330,Mediterranean California Subalpine Woodland,139,139,Whitebark Pine-3,194,Conifer,226,162,0.88627,0.76078,0.63529
592,10340,6,610340,Mediterranean California Mesic Serpentine Woodland and Chaparral,124,124,Sargents Cypress-LeatherOak-3,0,Shrubland,115,76,0.45098,0,0.29803
593,10430,6,610430,Mediterranean California Mixed Evergreen Forest,133,133,Douglas Fir-Tanoak-Pacific Madrone-1,196,Conifer,164,143,0.64313,0.76862,0.56078
594,10440,6,610440,Northern California Mesic Subalpine Woodland,134,134,Mountain Hemlock-Lodgepole Pine-5,133,Conifer,255,0,1,0.52156,0
595,10510,6,610510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.74509,0.82352,1
596,10581,6,610581,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Wet,159,159,Lodgepole Pine-Pinemat Manzanita-3,234,Conifer,127,0,0.49803,0.91764,0
597,10582,6,610582,Sierra Nevada Subalpine Lodgepole Pine Forest and Woodland - Dry,160,160,Lodgepole Pine-Foxtail Pine-1,255,Conifer,179,0,0.70196,1,0
598,10610,6,610610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
599,10620,6,610620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
600,10670,6,610670,Mediterranean California Alpine Fell-Field,169,169,Pink Mountain Heath-Wax Currant-5,140,Shrubland,140,140,0.54902,0.54902,0.54902
601,10710,6,610710,Sierra Nevada Alpine Dwarf-Shrubland,170,170,Heather Moss-Arctic Willow-5,125,Shrubland,25,95,0.09803,0.49019,0.37254
602,10790,6,610790,Great Basin Xeric Mixed Sagebrush Shrubland,177,177,Black Sage-Low Sage-3,194,Shrubland,57,207,0.22352,0.76078,0.81176
603,10800,6,610800,Inter-Mountain Basins Big Sagebrush Shrubland,182,182,Wyoming Big Sage-Rubber Rabbitbrush-4,190,Shrubland,255,232,1,0.74509,0.9098
604,10810,6,610810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
605,10820,6,610820,Mojave Mid-Elevation Mixed Desert Scrub,184,184,Blackbrush-Jointfir-5,6,Shrubland,216,73,0.84705,0.02352,0.28627
606,10870,6,610870,Sonora-Mojave Creosotebush-White Bursage Desert Scrub,192,192,Creosote-Bursage-5,154,Shrubland,52,184,0.20392,0.60392,0.72156
607,10970,6,610970,California Mesic Chaparral,200,200,Chamise-Scrub Oak-4,190,Shrubland,200,85,0.78431,0.74509,0.33333
608,10980,6,610980,California Montane Woodland and Chaparral,201,201,Greenleaf Manzanita-Whitethorn Ceanothus-3,170,Shrubland,210,50,0.82352,0.66666,0.19607
609,11030,6,611030,Great Basin Semi-Desert Chaparral,203,203,Pointleaf Manzanita-Desert Ceanothus-Birchleaf Mountain Mahogany-4,250,Shrubland,174,255,0.68235,0.98039,1
610,11050,6,611050,Northern and Central California Dry-Mesic Chaparral,208,208,Chamise-Manzanita-4,246,Shrubland,245,175,0.96078,0.9647,0.68627
611,11140,6,611140,California Lower Montane Blue Oak-Foothill Pine Woodland and Savanna,211,211,Blue Oak-California Foothill Pine-1,255,Hardwood,179,232,0.70196,1,0.9098
612,11250,6,611250,Inter-Mountain Basins Big Sagebrush Steppe,221,221,Wyoming Big Sage-Wheatgrass-4,115,Shrubland,255,223,1,0.45098,0.87451
613,11260,6,611260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
614,11360,6,611360,Mediterranean California Alpine Dry Tundra,233,233,Nearlyblack Sedge-Shorthair-5,43,Grassland,100,29,0.39215,0.16862,0.11372
615,11370,6,611370,Mediterranean California Subalpine Meadow,234,234,Western Yarrow-Rothrock Sage-2,188,Grassland,0,255,0,0.73725,1
616,11380,6,611380,North Pacific Montane Grassland,235,235,Wildrye-Idaho Fescue-2,230,Grassland,199,158,0.78039,0.90196,0.6196
617,11520,6,611520,California Montane Riparian Systems,249,249,Black Cottonwood-Arroyo Willow-Madrone-3,150,Riparian,65,167,0.2549,0.58823,0.6549
618,11530,6,611530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
619,11540,6,611540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
620,10010,9,910010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
621,10060,9,910060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,100,100,Sparsely Vegetated,78,Sparse,78,78,0.30588,0.30588,0.30588
622,10110,9,910110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
623,10170,9,910170,Columbia Plateau Western Juniper Woodland and Savanna,108,108,Western Juniper-Low Sage-3,245,Conifer,14,98,0.0549,0.96078,0.38431
624,10190,9,910190,Great Basin Pinyon-Juniper Woodland,110,110,Singleleaf Pinyon-Utah Juniper-3,76,Conifer,115,0,0.45098,0.29803,0
625,10200,9,910200,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,111,111,Limber Pine-Bristlecone Pine-3,46,Conifer,14,57,0.0549,0.18039,0.22352
626,10450,9,910450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.78431,0.8196,1
627,10460,9,910460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1,0.66666,0
628,10470,9,910470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,140,140,Grand Fir-Douglas Fir-Pacific Yew-3,147,Conifer,95,229,0.37254,0.57647,0.89803
629,10531,9,910531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.65882,0.33333,0
630,10532,9,910532,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Xeric,149,149,Ponderosa Pine-3,120,Conifer,168,0,0.65882,0.47058,0
631,10550,9,910550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,151,151,Engelmann Spruce-Subalpine Fir-3,255,Conifer,211,190,0.82745,1,0.74509
632,10560,9,910560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,154,154,Engelmann Spruce-Subalpine Fir-Menziesia-3,168,Conifer,56,0,0.2196,0.65882,0
633,10610,9,910610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
634,10620,9,910620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
635,10650,9,910650,Columbia Plateau Scabland Shrubland,167,167,Low Sage-Scabland Sage-5,255,Shrubland,190,232,0.74509,1,0.9098
636,10790,9,910790,Great Basin Xeric Mixed Sagebrush Shrubland,177,177,Black Sage-Low Sage-3,194,Shrubland,57,207,0.22352,0.76078,0.81176
637,10800,9,910800,Inter-Mountain Basins Big Sagebrush Shrubland,178,178,Wyoming Big Sage-Spiny Hopsage-1,190,Shrubland,255,232,1,0.74509,0.9098
638,10810,9,910810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
639,11060,9,911060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,204,204,Ninebark-Snowberry-2,68,Shrubland,137,80,0.53725,0.26666,0.31372
640,11230,9,911230,Columbia Plateau Steppe and Grassland,218,218,Indian Ricegrass-Squirreltail-4,218,Grassland,235,234,0.92156,0.8549,0.91764
641,11240,9,911240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.51764,0.54902,0.67843
642,11250,9,911250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1,0.45098,0.87451
643,11260,9,911260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
644,11270,9,911270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
645,11340,9,911340,Columbia Basin Foothill and Canyon Dry Grassland,231,231,Bluebunch Wheatgrass-Sandberg Bluegrass-1,245,Grassland,205,122,0.80392,0.96078,0.47843
646,11350,9,911350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
647,11390,9,911390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,236,236,Rough Fescue-Bluebunch Wheatgrass-2,205,Grassland,171,102,0.67058,0.80392,0.4
648,11400,9,911400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.6549,0.80392,0.7647
649,11420,9,911420,Columbia Basin Palouse Prairie,240,240,Bluebunch Wheatgrass-Idaho Fescue-1,220,Grassland,220,0,0.86274,0.86274,0
650,11430,9,911430,Rocky Mountain Alpine Fell-Field,241,241,Dwarf Clover-Dwarf Phlox-5,130,Grassland,130,130,0.5098,0.5098,0.5098
651,11450,9,911450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
652,11530,9,911530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
653,11540,9,911540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
654,11590,9,911590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
655,11600,9,911600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.19215,0.64705,0.6549
656,11610,9,911610,Northern Rocky Mountain Conifer Swamp,260,260,Engelmann Spruce-Ladyfern-5,79,Conifer,68,137,0.26666,0.3098,0.53725
657,11650,9,911650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,264,264,Douglas Fir-Idaho Fescue-1,120,Conifer,255,0,1,0.47058,0
658,11660,9,911660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,265,265,Douglas Fir-Ninebark-3,112,Conifer,214,0,0.83921,0.43921,0
659,11670,9,911670,Rocky Mountain Poor-Site Lodgepole Pine Forest,266,266,Lodgepole Pine-Kinnikinnick-4,255,Conifer,85,0,0.33333,1,0
660,10010,8,810010,Inter-Mountain Basins Sparsely Vegetated Systems,100,100,Sparsely Vegetated,255,Sparse,255,190,1,1,0.74509
661,10170,8,810170,Columbia Plateau Western Juniper Woodland and Savanna,108,108,Western Juniper-Low Sage-3,245,Conifer,14,98,0.0549,0.96078,0.38431
662,10450,8,810450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,135,135,Ponderosa Pine-Douglas Fir-1,209,Conifer,200,255,0.78431,0.8196,1
663,10470,8,810470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,140,140,Grand Fir-Douglas Fir-Pacific Yew-3,147,Conifer,95,229,0.37254,0.57647,0.89803
664,10531,8,810531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna - Mesic,150,150,Ponderosa Pine-1,85,Conifer,168,0,0.65882,0.33333,0
665,10550,8,810550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,151,151,Engelmann Spruce-Subalpine Fir-3,255,Conifer,211,190,0.82745,1,0.74509
666,10560,8,810560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,154,154,Engelmann Spruce-Subalpine Fir-Menziesia-3,168,Conifer,56,0,0.2196,0.65882,0
667,10610,8,810610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,163,163,Quaking Aspen-Subalpine Fir-Douglas Fir-3,230,Hardwood-Conifer,230,0,0.90196,0.90196,0
668,10650,8,810650,Columbia Plateau Scabland Shrubland,167,167,Low Sage-Scabland Sage-5,255,Shrubland,190,232,0.74509,1,0.9098
669,10800,8,810800,Inter-Mountain Basins Big Sagebrush Shrubland,178,178,Wyoming Big Sage-Spiny Hopsage-1,190,Shrubland,255,232,1,0.74509,0.9098
670,10810,8,810810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
671,11060,8,811060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,204,204,Ninebark-Snowberry-2,68,Shrubland,137,80,0.53725,0.26666,0.31372
672,11230,8,811230,Columbia Plateau Steppe and Grassland,218,218,Indian Ricegrass-Squirreltail-4,218,Grassland,235,234,0.92156,0.8549,0.91764
673,11240,8,811240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.51764,0.54902,0.67843
674,11250,8,811250,Inter-Mountain Basins Big Sagebrush Steppe,220,220,Wyoming Big Sage-Wheatgrass-3,115,Shrubland,255,223,1,0.45098,0.87451
675,11260,8,811260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
676,11270,8,811270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
677,11340,8,811340,Columbia Basin Foothill and Canyon Dry Grassland,231,231,Bluebunch Wheatgrass-Sandberg Bluegrass-1,245,Grassland,205,122,0.80392,0.96078,0.47843
678,11350,8,811350,Inter-Mountain Basins Semi-Desert Grassland,232,232,Indian Ricegrass-Threeawn-1,174,Grassland,185,211,0.72549,0.68235,0.82745
679,11390,8,811390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,236,236,Rough Fescue-Bluebunch Wheatgrass-2,205,Grassland,171,102,0.67058,0.80392,0.4
680,11420,8,811420,Columbia Basin Palouse Prairie,240,240,Bluebunch Wheatgrass-Idaho Fescue-1,220,Grassland,220,0,0.86274,0.86274,0
681,11530,8,811530,Inter-Mountain Basins Greasewood Flat,250,250,Greasewood-Shadscale-5,225,Shrubland,225,225,0.88235,0.88235,0.88235
682,11540,8,811540,Inter-Mountain Basins Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,156,Riparian,154,117,0.60392,0.61176,0.45882
683,11590,8,811590,Rocky Mountain Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,124,Riparian,123,93,0.48235,0.48627,0.3647
684,11600,8,811600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,259,259,Black Cottonwood-Narrowleaf Willow-3,165,Riparian,49,167,0.19215,0.64705,0.6549
685,11650,8,811650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,150,150,Ponderosa Pine-1,120,Conifer,255,0,1,0.47058,0
686,10110,21,2110110,Rocky Mountain Aspen Forest and Woodland,102,102,Quaking Aspen-4,255,Hardwood,255,115,1,1,0.45098
687,10120,21,2110120,Rocky Mountain Bigtooth Maple Ravine Woodland,103,103,Rocky Mountain Maple-Gambel Oak-3,211,Hardwood,255,127,1,0.82745,0.49803
688,10450,21,2110450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,265,265,Douglas Fir-Ninebark-3,209,Conifer,200,255,0.78431,0.8196,1
689,10460,21,2110460,Northern Rocky Mountain Subalpine Woodland and Parkland,139,139,Whitebark Pine-3,170,Conifer,255,0,1,0.66666,0
690,10490,21,2110490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,144,144,Limber Pine-Rocky Mountain Juniper-3,205,Conifer,102,171,0.4,0.80392,0.67058
691,10510,21,2110510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,146,146,Douglas Fir-White Fir-1,210,Conifer,190,255,0.74509,0.82352,1
692,10520,21,2110520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,147,147,White Fir-Limber Pine-3,149,Conifer,115,230,0.45098,0.58431,0.90196
693,10550,21,2110550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,152,152,Engelmann Spruce-Subalpine Fir-5,255,Conifer,211,190,0.82745,1,0.74509
694,10560,21,2110560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,156,156,Engelmann Spruce-Subalpine Fir-Menziesia-5,168,Conifer,56,0,0.2196,0.65882,0
695,10620,21,2110620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,164,164,Curlleaf Mountain Mahogany-Mountain Big Sagebrush-3,19,Shrubland,191,230,0.74902,0.07451,0.90196
696,10700,21,2110700,Rocky Mountain Alpine Dwarf-Shrubland,170,170,Heather Moss-Arctic Willow-5,118,Shrubland,19,92,0.07451,0.46274,0.36078
697,10801,21,2110801,Inter-Mountain Basins Big Sagebrush Shrubland - Basin Big Sagebrush,179,179,Basin Big Sage-Greasewood-4,190,Shrubland,255,232,1,0.74509,0.9098
698,10802,21,2110802,Inter-Mountain Basins Big Sagebrush Shrubland - Wyoming Big Sagebrush,180,180,Wyoming Big Sage-Indian Ricegrass-4,163,Shrubland,255,180,1,0.63921,0.70588
699,10810,21,2110810,Inter-Mountain Basins Mixed Salt Desert Scrub,183,183,Shadscale-Winterfat-5,202,Shrubland,245,122,0.96078,0.79215,0.47843
700,10860,21,2110860,Rocky Mountain Lower Montane-Foothill Shrubland,188,188,Serviceberry-Mountain Snowberry-Rockspirea-1,68,Shrubland,137,101,0.53725,0.26666,0.39607
701,11060,21,2111060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,205,205,Serviceberry-Common Snowberry-Rocky Mountain Maple-4,68,Shrubland,137,80,0.53725,0.26666,0.31372
702,11150,21,2111150,Inter-Mountain Basins Juniper Savanna,212,212,Western Juniper-Utah Juniper-3,112,Conifer,137,68,0.53725,0.43921,0.26666
703,11240,21,2111240,Columbia Plateau Low Sagebrush Steppe,219,219,Low Sage-Idaho Fescue-3,140,Shrubland,132,173,0.51764,0.54902,0.67843
704,11260,21,2111260,Inter-Mountain Basins Montane Sagebrush Steppe,222,222,Mountain Sagebrush-Bluebunch Wheatgrass-Idaho Fescue-4,0,Shrubland,230,169,0.90196,0,0.66274
705,11270,21,2111270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,224,224,Spiny Hopsage-Jointfir-5,158,Shrubland,194,215,0.76078,0.6196,0.84313
706,11390,21,2111390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,237,237,Bluebunch Wheatgrass-Idaho Fescue-2,205,Grassland,171,102,0.67058,0.80392,0.4
707,11400,21,2111400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,238,238,Green Needlegrass-Idaho Fescue-4,205,Grassland,167,195,0.6549,0.80392,0.7647
708,11430,21,2111430,Rocky Mountain Alpine Fell-Field,241,241,Dwarf Clover-Dwarf Phlox-5,130,Grassland,130,130,0.5098,0.5098,0.5098
709,11440,21,2111440,Rocky Mountain Alpine Turf,242,242,Spike Sedge-Cushion Phlox-5,43,Grassland,93,29,0.3647,0.16862,0.11372
710,11450,21,2111450,Rocky Mountain Subalpine-Montane Mesic Meadow,243,243,Fleabane-Lupine-4,197,Grassland,0,255,0,0.77254,1
